"subject","task","congurancy","block","trial","accuracy","rt"
"subj022","word_reading","incongruent",1,12,1,775
"subj022","ink_naming","congruent",1,13,0,352
"subj022","word_reading","congruent",1,14,1,596
"subj022","word_reading","incongruent",1,15,1,697
"subj022","word_reading","congruent",1,16,1,641
"subj022","ink_naming","incongruent",1,17,1,1045
"subj022","ink_naming","incongruent",1,19,1,986
"subj022","word_reading","incongruent",1,20,1,1635
"subj022","ink_naming","incongruent",1,21,1,1217
"subj022","ink_naming","congruent",1,22,1,1031
"subj022","word_reading","incongruent",1,23,1,772
"subj022","word_reading","congruent",1,24,1,700
"subj022","ink_naming","congruent",1,25,1,1084
"subj022","word_reading","congruent",1,26,1,599
"subj022","word_reading","congruent",1,27,1,749
"subj022","word_reading","congruent",1,28,1,787
"subj022","word_reading","incongruent",1,29,1,844
"subj022","ink_naming","incongruent",1,30,1,1238
"subj022","word_reading","incongruent",1,31,1,664
"subj022","word_reading","congruent",1,33,1,625
"subj022","word_reading","incongruent",1,34,1,524
"subj022","word_reading","congruent",1,35,1,883
"subj022","ink_naming","incongruent",1,36,1,1198
"subj022","word_reading","congruent",1,37,1,638
"subj022","word_reading","incongruent",1,38,1,719
"subj022","ink_naming","incongruent",1,39,1,1111
"subj022","word_reading","congruent",1,40,1,791
"subj022","ink_naming","congruent",1,41,1,1005
"subj022","word_reading","incongruent",1,43,1,730
"subj022","word_reading","congruent",1,44,1,621
"subj022","word_reading","congruent",1,45,1,808
"subj022","ink_naming","congruent",1,46,1,820
"subj022","ink_naming","congruent",1,47,1,1127
"subj022","word_reading","incongruent",1,48,1,538
"subj022","ink_naming","congruent",1,49,1,772
"subj022","word_reading","incongruent",1,50,1,762
"subj022","ink_naming","incongruent",2,2,1,1201
"subj022","ink_naming","congruent",2,3,1,1240
"subj022","word_reading","incongruent",2,4,1,746
"subj022","ink_naming","congruent",2,6,1,839
"subj022","ink_naming","incongruent",2,7,1,1193
"subj022","ink_naming","congruent",2,8,1,920
"subj022","ink_naming","congruent",2,9,1,1045
"subj022","word_reading","congruent",2,10,1,526
"subj022","ink_naming","congruent",2,11,1,1105
"subj022","word_reading","incongruent",2,12,1,712
"subj022","ink_naming","incongruent",2,13,0,1242
"subj022","word_reading","congruent",2,14,1,594
"subj022","word_reading","congruent",2,15,1,515
"subj022","word_reading","congruent",2,16,1,622
"subj022","ink_naming","congruent",2,17,1,1025
"subj022","ink_naming","incongruent",2,18,1,1201
"subj022","ink_naming","incongruent",2,19,1,1201
"subj022","word_reading","incongruent",2,20,1,730
"subj022","ink_naming","incongruent",2,21,0,1121
"subj022","word_reading","incongruent",2,22,1,770
"subj022","ink_naming","incongruent",2,23,1,1168
"subj022","word_reading","incongruent",2,24,1,715
"subj022","word_reading","incongruent",2,26,1,774
"subj022","ink_naming","congruent",2,27,1,771
"subj022","word_reading","congruent",2,28,1,746
"subj022","word_reading","incongruent",2,29,1,807
"subj022","ink_naming","congruent",2,30,1,1117
"subj022","ink_naming","incongruent",2,31,1,1167
"subj022","ink_naming","congruent",2,32,1,1148
"subj022","ink_naming","congruent",2,33,1,955
"subj022","word_reading","congruent",2,34,1,637
"subj022","word_reading","congruent",2,35,1,713
"subj022","ink_naming","congruent",2,36,1,984
"subj022","word_reading","incongruent",2,37,1,657
"subj022","word_reading","incongruent",2,38,1,660
"subj022","word_reading","congruent",2,39,1,737
"subj022","word_reading","incongruent",2,40,1,666
"subj022","ink_naming","incongruent",2,41,1,1245
"subj022","ink_naming","incongruent",2,42,1,1357
"subj022","ink_naming","congruent",2,44,1,1042
"subj022","ink_naming","congruent",2,45,1,1058
"subj022","word_reading","incongruent",2,46,1,700
"subj022","word_reading","congruent",2,47,1,896
"subj022","ink_naming","congruent",2,48,1,1028
"subj022","word_reading","congruent",2,49,1,606
"subj022","word_reading","congruent",2,50,0,690
"subj022","ink_naming","congruent",3,1,1,986
"subj022","word_reading","congruent",3,2,1,633
"subj022","word_reading","incongruent",3,3,1,822
"subj022","word_reading","incongruent",3,4,1,762
"subj022","word_reading","congruent",3,5,1,613
"subj022","word_reading","incongruent",3,6,1,966
"subj022","word_reading","congruent",3,8,1,671
"subj022","ink_naming","congruent",3,9,1,925
"subj022","word_reading","congruent",3,10,1,640
"subj022","word_reading","congruent",3,11,1,647
"subj022","ink_naming","congruent",3,13,1,1009
"subj022","word_reading","incongruent",3,14,1,865
"subj022","ink_naming","congruent",3,15,1,778
"subj022","word_reading","congruent",3,16,1,682
"subj022","ink_naming","incongruent",3,17,1,1197
"subj022","ink_naming","incongruent",3,18,1,1196
"subj022","ink_naming","incongruent",3,19,1,965
"subj022","ink_naming","congruent",3,22,1,845
"subj022","ink_naming","incongruent",3,23,1,1166
"subj022","word_reading","incongruent",3,24,1,746
"subj022","word_reading","incongruent",3,25,1,679
"subj022","word_reading","congruent",3,26,1,823
"subj022","ink_naming","incongruent",3,27,0,1324
"subj022","ink_naming","incongruent",3,28,1,1135
"subj022","ink_naming","incongruent",3,29,1,1188
"subj022","word_reading","incongruent",3,30,1,645
"subj022","word_reading","incongruent",3,31,1,715
"subj022","ink_naming","incongruent",3,32,1,1074
"subj022","ink_naming","incongruent",3,33,1,1100
"subj022","word_reading","congruent",3,34,1,737
"subj022","ink_naming","congruent",3,35,1,1059
"subj022","ink_naming","congruent",3,36,1,861
"subj022","word_reading","congruent",3,37,1,485
"subj022","ink_naming","congruent",3,38,1,919
"subj022","ink_naming","congruent",3,39,1,962
"subj022","word_reading","congruent",3,40,1,697
"subj022","word_reading","congruent",3,41,1,759
"subj022","ink_naming","congruent",3,42,1,862
"subj022","word_reading","incongruent",3,43,1,677
"subj022","word_reading","incongruent",3,44,1,802
"subj022","word_reading","congruent",3,45,1,843
"subj022","ink_naming","incongruent",3,46,1,1224
"subj022","ink_naming","congruent",3,47,1,733
"subj022","word_reading","incongruent",3,48,0,796
"subj022","word_reading","congruent",3,49,1,712
"subj022","word_reading","incongruent",3,50,1,585
"subj022","ink_naming","incongruent",4,1,1,1139
"subj022","word_reading","incongruent",4,2,1,798
"subj022","word_reading","congruent",4,3,1,697
"subj022","word_reading","congruent",4,4,1,763
"subj022","ink_naming","incongruent",4,5,1,1197
"subj022","word_reading","incongruent",4,6,1,725
"subj022","ink_naming","incongruent",4,7,1,1239
"subj022","ink_naming","incongruent",4,8,1,1107
"subj022","word_reading","incongruent",4,9,1,802
"subj022","word_reading","congruent",4,10,1,731
"subj022","word_reading","congruent",4,11,1,825
"subj022","word_reading","incongruent",4,12,1,687
"subj022","word_reading","congruent",4,13,1,823
"subj022","ink_naming","congruent",4,14,1,927
"subj022","word_reading","incongruent",4,15,1,584
"subj022","word_reading","incongruent",4,16,1,679
"subj022","ink_naming","incongruent",4,17,1,1034
"subj022","word_reading","congruent",4,18,1,652
"subj022","ink_naming","incongruent",4,19,1,1227
"subj022","ink_naming","incongruent",4,20,1,1311
"subj022","word_reading","incongruent",4,21,1,654
"subj022","word_reading","congruent",4,22,1,809
"subj022","word_reading","incongruent",4,23,1,671
"subj022","ink_naming","congruent",4,26,1,941
"subj022","ink_naming","congruent",4,28,1,1081
"subj022","ink_naming","congruent",4,29,1,1151
"subj022","ink_naming","incongruent",4,30,1,1107
"subj022","word_reading","incongruent",4,31,1,697
"subj022","word_reading","congruent",4,32,1,774
"subj022","ink_naming","congruent",4,33,1,879
"subj022","word_reading","incongruent",4,34,1,762
"subj022","word_reading","congruent",4,35,1,750
"subj022","word_reading","congruent",4,36,1,775
"subj022","word_reading","incongruent",4,37,1,792
"subj022","word_reading","incongruent",4,38,1,755
"subj022","word_reading","incongruent",4,39,1,727
"subj022","word_reading","incongruent",4,40,1,762
"subj022","word_reading","incongruent",4,42,1,2334
"subj022","ink_naming","congruent",4,43,1,1003
"subj022","ink_naming","incongruent",4,44,1,1184
"subj022","word_reading","congruent",4,45,1,489
"subj022","ink_naming","congruent",4,46,1,1192
"subj022","ink_naming","incongruent",4,47,1,1113
"subj022","word_reading","congruent",4,48,1,713
"subj022","ink_naming","incongruent",4,49,1,1153
"subj022","ink_naming","congruent",4,50,1,1074
"subj022","word_reading","congruent",5,1,1,760
"subj022","word_reading","incongruent",5,2,1,707
"subj022","ink_naming","incongruent",5,3,1,1159
"subj022","word_reading","congruent",5,4,1,565
"subj022","ink_naming","incongruent",5,6,1,1269
"subj022","word_reading","incongruent",5,7,1,823
"subj022","word_reading","incongruent",5,8,1,658
"subj022","ink_naming","incongruent",5,9,1,398
"subj022","ink_naming","congruent",5,10,1,938
"subj022","ink_naming","incongruent",5,11,1,1077
"subj022","ink_naming","congruent",5,12,1,1108
"subj022","word_reading","incongruent",5,13,1,686
"subj022","word_reading","congruent",5,14,1,740
"subj022","word_reading","incongruent",5,15,1,958
"subj022","ink_naming","congruent",5,16,1,1143
"subj022","word_reading","congruent",5,17,1,698
"subj022","ink_naming","incongruent",5,18,1,1167
"subj022","ink_naming","congruent",5,21,1,989
"subj022","ink_naming","incongruent",5,22,1,1045
"subj022","ink_naming","incongruent",5,23,1,1115
"subj022","word_reading","congruent",5,25,1,884
"subj022","ink_naming","congruent",5,26,1,1012
"subj022","word_reading","incongruent",5,28,1,752
"subj022","word_reading","incongruent",5,31,1,649
"subj022","ink_naming","incongruent",5,32,1,1091
"subj022","ink_naming","incongruent",5,33,1,1158
"subj022","word_reading","incongruent",5,34,1,664
"subj022","ink_naming","congruent",5,35,1,1084
"subj022","word_reading","incongruent",5,36,1,676
"subj022","ink_naming","incongruent",5,37,1,1111
"subj022","ink_naming","incongruent",5,38,1,1136
"subj022","ink_naming","congruent",5,39,1,1006
"subj022","word_reading","incongruent",5,40,1,728
"subj022","ink_naming","congruent",5,41,1,966
"subj022","word_reading","incongruent",5,42,1,804
"subj022","word_reading","incongruent",5,44,1,642
"subj022","ink_naming","congruent",5,45,1,958
"subj022","word_reading","congruent",5,46,1,840
"subj022","ink_naming","incongruent",5,47,1,1278
"subj022","ink_naming","incongruent",5,48,1,1223
"subj022","ink_naming","congruent",5,49,1,1116
"subj022","ink_naming","congruent",5,50,1,1056
"subj022","ink_naming","congruent",6,1,1,1090
"subj022","ink_naming","incongruent",6,2,1,1061
"subj022","ink_naming","incongruent",6,3,1,1236
"subj022","word_reading","congruent",6,5,1,700
"subj022","word_reading","congruent",6,6,1,759
"subj022","ink_naming","congruent",6,7,1,1097
"subj022","ink_naming","incongruent",6,8,1,1270
"subj022","word_reading","congruent",6,9,1,780
"subj022","ink_naming","congruent",6,10,1,878
"subj022","word_reading","congruent",6,11,1,805
"subj022","ink_naming","congruent",6,12,1,1190
"subj022","word_reading","incongruent",6,13,1,775
"subj022","word_reading","incongruent",6,15,1,712
"subj022","word_reading","incongruent",6,16,1,791
"subj022","ink_naming","congruent",6,17,1,1026
"subj022","word_reading","congruent",6,18,1,638
"subj022","word_reading","congruent",6,19,1,674
"subj022","ink_naming","congruent",6,20,0,944
"subj022","word_reading","congruent",6,21,1,732
"subj022","ink_naming","incongruent",6,22,1,1196
"subj022","ink_naming","congruent",6,23,1,1060
"subj022","word_reading","incongruent",6,24,1,750
"subj022","word_reading","congruent",6,25,1,746
"subj022","ink_naming","incongruent",6,27,0,1144
"subj022","word_reading","congruent",6,28,1,716
"subj022","word_reading","congruent",6,29,1,775
"subj022","ink_naming","incongruent",6,30,1,1315
"subj022","word_reading","congruent",6,31,1,594
"subj022","word_reading","congruent",6,32,1,617
"subj022","word_reading","congruent",6,33,1,548
"subj022","ink_naming","congruent",6,34,1,976
"subj022","ink_naming","congruent",6,35,1,1035
"subj022","word_reading","incongruent",6,36,1,839
"subj022","ink_naming","congruent",6,37,1,966
"subj022","word_reading","incongruent",6,38,1,924
"subj022","ink_naming","incongruent",6,39,1,1117
"subj022","word_reading","incongruent",6,40,1,692
"subj022","word_reading","incongruent",6,41,1,701
"subj022","word_reading","incongruent",6,42,1,705
"subj022","ink_naming","congruent",6,43,1,918
"subj022","word_reading","incongruent",6,44,1,754
"subj022","ink_naming","incongruent",6,45,1,1213
"subj022","ink_naming","congruent",6,46,1,1165
"subj022","word_reading","congruent",6,47,1,847
"subj022","word_reading","incongruent",6,48,1,700
"subj022","word_reading","incongruent",6,49,1,747
"subj022","word_reading","congruent",6,50,1,552
"subj022","word_reading","incongruent",7,1,1,701
"subj022","ink_naming","congruent",7,2,1,972
"subj022","ink_naming","incongruent",7,3,1,2378
"subj022","word_reading","congruent",7,4,1,751
"subj022","word_reading","congruent",7,5,1,912
"subj022","word_reading","congruent",7,7,1,574
"subj022","word_reading","congruent",7,9,1,558
"subj022","ink_naming","congruent",7,10,1,902
"subj022","word_reading","incongruent",7,11,1,928
"subj022","word_reading","incongruent",7,12,1,761
"subj022","ink_naming","incongruent",7,13,1,1129
"subj022","word_reading","congruent",7,14,1,697
"subj022","ink_naming","incongruent",7,15,1,1117
"subj022","word_reading","congruent",7,16,1,732
"subj022","ink_naming","congruent",7,17,1,1091
"subj022","ink_naming","incongruent",7,18,1,1180
"subj022","ink_naming","incongruent",7,19,1,1021
"subj022","ink_naming","congruent",7,20,1,1112
"subj022","ink_naming","incongruent",7,21,1,1171
"subj022","ink_naming","congruent",7,22,1,841
"subj022","ink_naming","congruent",7,24,1,1030
"subj022","word_reading","congruent",7,25,1,462
"subj022","word_reading","incongruent",7,26,1,653
"subj022","ink_naming","incongruent",7,27,1,1067
"subj022","word_reading","incongruent",7,28,0,533
"subj022","word_reading","congruent",7,29,1,687
"subj022","ink_naming","incongruent",7,30,1,1067
"subj022","word_reading","incongruent",7,31,1,773
"subj022","ink_naming","incongruent",7,32,1,1297
"subj022","ink_naming","congruent",7,33,0,921
"subj022","word_reading","incongruent",7,34,1,555
"subj022","ink_naming","congruent",7,36,1,1013
"subj022","word_reading","incongruent",7,37,1,499
"subj022","ink_naming","congruent",7,38,1,1109
"subj022","word_reading","incongruent",7,39,1,712
"subj022","ink_naming","incongruent",7,40,1,1081
"subj022","ink_naming","congruent",7,41,1,1068
"subj022","word_reading","incongruent",7,42,1,757
"subj022","ink_naming","congruent",7,43,1,997
"subj022","word_reading","incongruent",7,44,1,687
"subj022","ink_naming","incongruent",7,45,1,1128
"subj022","word_reading","congruent",7,46,1,580
"subj022","ink_naming","incongruent",7,47,1,1117
"subj022","word_reading","incongruent",7,48,1,626
"subj022","ink_naming","congruent",7,49,1,998
"subj022","ink_naming","incongruent",7,50,1,1027
"subj022","word_reading","incongruent",8,1,1,644
"subj022","ink_naming","incongruent",8,2,0,1186
"subj022","word_reading","congruent",8,3,1,662
"subj022","word_reading","congruent",8,4,1,867
"subj022","word_reading","congruent",8,5,1,666
"subj022","ink_naming","incongruent",8,6,1,1062
"subj022","word_reading","congruent",8,7,1,806
"subj022","ink_naming","incongruent",8,8,1,1187
"subj022","word_reading","incongruent",8,9,1,693
"subj022","word_reading","congruent",8,10,1,631
"subj022","word_reading","congruent",8,11,1,631
"subj022","word_reading","incongruent",8,12,1,586
"subj022","word_reading","incongruent",8,13,1,732
"subj022","word_reading","congruent",8,15,1,695
"subj022","ink_naming","congruent",8,16,1,974
"subj022","word_reading","incongruent",8,17,1,691
"subj022","word_reading","incongruent",8,18,1,622
"subj022","word_reading","incongruent",8,19,1,831
"subj022","word_reading","incongruent",8,20,1,732
"subj022","ink_naming","incongruent",8,21,1,947
"subj022","ink_naming","congruent",8,22,1,918
"subj022","word_reading","congruent",8,23,1,730
"subj022","ink_naming","congruent",8,24,1,911
"subj022","word_reading","incongruent",8,25,1,718
"subj022","ink_naming","incongruent",8,26,1,1198
"subj022","word_reading","incongruent",8,27,1,639
"subj022","word_reading","congruent",8,28,1,673
"subj022","word_reading","incongruent",8,29,0,667
"subj022","word_reading","incongruent",8,30,1,835
"subj022","word_reading","congruent",8,31,1,676
"subj022","word_reading","congruent",8,32,1,752
"subj022","word_reading","incongruent",8,33,1,702
"subj022","ink_naming","incongruent",8,34,1,1245
"subj022","word_reading","congruent",8,35,1,830
"subj022","ink_naming","incongruent",8,36,1,1030
"subj022","ink_naming","incongruent",8,37,1,1237
"subj022","ink_naming","incongruent",8,38,1,1054
"subj022","word_reading","congruent",8,39,1,774
"subj022","ink_naming","incongruent",8,41,1,1333
"subj022","word_reading","incongruent",8,43,1,578
"subj022","ink_naming","incongruent",8,44,1,1203
"subj022","ink_naming","incongruent",8,45,1,1323
"subj022","ink_naming","incongruent",8,46,1,1000
"subj022","ink_naming","congruent",8,47,1,1156
"subj022","word_reading","incongruent",8,48,1,666
"subj022","word_reading","congruent",8,49,1,706
"subj022","word_reading","congruent",8,50,1,522
"subj023","ink_naming","congruent",1,1,1,1054
"subj023","word_reading","congruent",1,2,1,811
"subj023","word_reading","incongruent",1,3,1,813
"subj023","word_reading","congruent",1,6,1,623
"subj023","ink_naming","congruent",1,7,1,914
"subj023","word_reading","congruent",1,8,1,545
"subj023","ink_naming","congruent",1,9,1,998
"subj023","word_reading","congruent",1,10,1,549
"subj023","word_reading","congruent",1,11,1,515
"subj023","ink_naming","congruent",1,12,1,933
"subj023","ink_naming","congruent",1,13,1,986
"subj023","ink_naming","incongruent",1,14,1,1079
"subj023","word_reading","incongruent",1,17,1,762
"subj023","ink_naming","congruent",1,18,1,962
"subj023","ink_naming","incongruent",1,19,1,1082
"subj023","ink_naming","congruent",1,20,1,1171
"subj023","ink_naming","incongruent",1,21,1,1119
"subj023","ink_naming","congruent",1,22,1,990
"subj023","ink_naming","incongruent",1,23,1,1173
"subj023","word_reading","incongruent",1,24,1,873
"subj023","word_reading","incongruent",1,25,1,770
"subj023","ink_naming","incongruent",1,26,1,1006
"subj023","ink_naming","congruent",1,27,1,968
"subj023","ink_naming","incongruent",1,28,1,1184
"subj023","ink_naming","congruent",1,29,1,946
"subj023","ink_naming","incongruent",1,30,0,1246
"subj023","ink_naming","congruent",1,32,1,1097
"subj023","ink_naming","incongruent",1,33,1,1322
"subj023","word_reading","incongruent",1,34,1,500
"subj023","ink_naming","congruent",1,35,1,1014
"subj023","word_reading","congruent",1,36,1,693
"subj023","ink_naming","congruent",1,37,1,1021
"subj023","ink_naming","incongruent",1,38,1,1302
"subj023","word_reading","congruent",1,39,1,849
"subj023","ink_naming","congruent",1,40,1,1010
"subj023","word_reading","congruent",1,41,1,577
"subj023","word_reading","incongruent",1,42,1,747
"subj023","ink_naming","congruent",1,43,1,943
"subj023","ink_naming","incongruent",1,44,1,1027
"subj023","word_reading","congruent",1,46,1,858
"subj023","word_reading","congruent",1,47,1,762
"subj023","word_reading","incongruent",1,48,1,755
"subj023","word_reading","congruent",1,50,1,657
"subj023","ink_naming","congruent",2,1,1,1075
"subj023","ink_naming","incongruent",2,2,1,1181
"subj023","word_reading","congruent",2,3,1,562
"subj023","ink_naming","incongruent",2,4,1,1121
"subj023","ink_naming","incongruent",2,5,1,1088
"subj023","ink_naming","congruent",2,6,1,970
"subj023","ink_naming","incongruent",2,7,1,1143
"subj023","word_reading","incongruent",2,8,1,842
"subj023","word_reading","incongruent",2,9,0,655
"subj023","ink_naming","incongruent",2,10,1,1301
"subj023","ink_naming","congruent",2,11,1,1189
"subj023","word_reading","congruent",2,12,1,722
"subj023","word_reading","incongruent",2,13,1,593
"subj023","ink_naming","congruent",2,14,1,974
"subj023","word_reading","congruent",2,15,1,713
"subj023","word_reading","congruent",2,16,1,739
"subj023","word_reading","incongruent",2,17,1,830
"subj023","ink_naming","congruent",2,18,1,930
"subj023","ink_naming","congruent",2,19,1,907
"subj023","word_reading","incongruent",2,20,1,657
"subj023","word_reading","incongruent",2,21,1,726
"subj023","ink_naming","congruent",2,23,1,977
"subj023","word_reading","congruent",2,24,1,638
"subj023","ink_naming","congruent",2,25,1,988
"subj023","ink_naming","congruent",2,26,1,965
"subj023","ink_naming","incongruent",2,27,1,1034
"subj023","word_reading","congruent",2,28,1,773
"subj023","word_reading","congruent",2,29,1,640
"subj023","ink_naming","incongruent",2,30,1,1284
"subj023","ink_naming","congruent",2,31,1,1097
"subj023","word_reading","incongruent",2,32,1,872
"subj023","ink_naming","incongruent",2,33,1,1109
"subj023","word_reading","incongruent",2,34,1,528
"subj023","word_reading","congruent",2,36,1,591
"subj023","word_reading","incongruent",2,37,1,797
"subj023","word_reading","incongruent",2,38,1,646
"subj023","ink_naming","incongruent",2,39,1,1081
"subj023","word_reading","congruent",2,40,1,807
"subj023","ink_naming","incongruent",2,43,1,1119
"subj023","ink_naming","congruent",2,44,1,1108
"subj023","ink_naming","incongruent",2,45,1,1133
"subj023","ink_naming","incongruent",2,46,1,1275
"subj023","word_reading","congruent",2,47,1,513
"subj023","word_reading","incongruent",2,49,1,526
"subj023","ink_naming","congruent",2,50,1,1002
"subj023","ink_naming","incongruent",3,1,1,1222
"subj023","word_reading","congruent",3,2,1,732
"subj023","ink_naming","congruent",3,4,1,1121
"subj023","ink_naming","incongruent",3,5,1,2083
"subj023","ink_naming","incongruent",3,6,1,1025
"subj023","word_reading","congruent",3,7,1,794
"subj023","word_reading","incongruent",3,8,1,665
"subj023","ink_naming","incongruent",3,9,1,1290
"subj023","ink_naming","congruent",3,10,1,1160
"subj023","word_reading","congruent",3,12,1,559
"subj023","word_reading","congruent",3,13,1,766
"subj023","word_reading","incongruent",3,14,1,809
"subj023","word_reading","incongruent",3,15,1,841
"subj023","ink_naming","congruent",3,16,1,1113
"subj023","ink_naming","congruent",3,17,1,1084
"subj023","ink_naming","incongruent",3,18,1,1107
"subj023","ink_naming","congruent",3,19,1,954
"subj023","word_reading","incongruent",3,21,1,682
"subj023","ink_naming","congruent",3,22,1,1180
"subj023","word_reading","congruent",3,23,1,524
"subj023","ink_naming","congruent",3,24,1,780
"subj023","ink_naming","incongruent",3,25,1,1062
"subj023","word_reading","congruent",3,26,1,757
"subj023","word_reading","congruent",3,27,1,665
"subj023","ink_naming","congruent",3,28,1,914
"subj023","word_reading","incongruent",3,29,1,850
"subj023","ink_naming","congruent",3,30,1,863
"subj023","ink_naming","incongruent",3,31,1,1203
"subj023","ink_naming","incongruent",3,33,0,971
"subj023","ink_naming","incongruent",3,34,1,1095
"subj023","word_reading","congruent",3,35,1,815
"subj023","ink_naming","incongruent",3,36,1,1162
"subj023","word_reading","incongruent",3,37,1,618
"subj023","word_reading","congruent",3,38,1,766
"subj023","ink_naming","incongruent",3,39,1,1157
"subj023","ink_naming","congruent",3,40,1,897
"subj023","word_reading","congruent",3,41,1,381
"subj023","ink_naming","congruent",3,43,1,1082
"subj023","ink_naming","congruent",3,44,1,1028
"subj023","word_reading","congruent",3,45,1,894
"subj023","ink_naming","incongruent",3,46,1,1042
"subj023","ink_naming","congruent",3,47,1,1055
"subj023","ink_naming","congruent",3,48,1,1085
"subj023","ink_naming","congruent",3,49,1,967
"subj023","word_reading","incongruent",3,50,1,691
"subj023","ink_naming","incongruent",4,1,1,1013
"subj023","ink_naming","incongruent",4,2,1,1126
"subj023","ink_naming","congruent",4,3,1,1093
"subj023","ink_naming","incongruent",4,4,1,1315
"subj023","word_reading","incongruent",4,5,1,803
"subj023","ink_naming","congruent",4,6,1,1032
"subj023","word_reading","congruent",4,7,1,635
"subj023","word_reading","incongruent",4,8,1,697
"subj023","word_reading","congruent",4,9,1,793
"subj023","ink_naming","congruent",4,10,1,1014
"subj023","ink_naming","congruent",4,11,1,982
"subj023","ink_naming","incongruent",4,12,1,1167
"subj023","ink_naming","incongruent",4,13,1,1183
"subj023","word_reading","incongruent",4,14,1,733
"subj023","ink_naming","congruent",4,15,1,879
"subj023","ink_naming","congruent",4,16,1,998
"subj023","ink_naming","congruent",4,17,1,1239
"subj023","ink_naming","congruent",4,18,1,929
"subj023","word_reading","incongruent",4,19,1,752
"subj023","word_reading","incongruent",4,20,1,662
"subj023","ink_naming","incongruent",4,21,1,1197
"subj023","ink_naming","congruent",4,23,1,912
"subj023","word_reading","incongruent",4,24,1,775
"subj023","word_reading","congruent",4,25,1,879
"subj023","word_reading","incongruent",4,27,1,810
"subj023","ink_naming","congruent",4,28,1,907
"subj023","word_reading","incongruent",4,29,1,560
"subj023","ink_naming","congruent",4,30,1,930
"subj023","ink_naming","incongruent",4,31,1,1237
"subj023","word_reading","incongruent",4,32,1,648
"subj023","word_reading","incongruent",4,33,1,782
"subj023","word_reading","congruent",4,34,0,849
"subj023","word_reading","incongruent",4,35,1,689
"subj023","ink_naming","congruent",4,36,1,962
"subj023","word_reading","congruent",4,37,1,570
"subj023","word_reading","congruent",4,38,1,747
"subj023","ink_naming","incongruent",4,39,1,1137
"subj023","ink_naming","incongruent",4,40,1,1300
"subj023","word_reading","incongruent",4,42,1,816
"subj023","ink_naming","congruent",4,44,1,987
"subj023","word_reading","congruent",4,46,1,650
"subj023","word_reading","congruent",4,47,1,849
"subj023","word_reading","incongruent",4,48,1,586
"subj023","word_reading","congruent",4,49,1,696
"subj023","ink_naming","congruent",4,50,1,927
"subj023","ink_naming","incongruent",5,1,1,1128
"subj023","ink_naming","incongruent",5,2,1,1082
"subj023","word_reading","congruent",5,3,1,715
"subj023","word_reading","incongruent",5,4,1,726
"subj023","ink_naming","incongruent",5,5,1,1193
"subj023","ink_naming","congruent",5,6,1,1105
"subj023","ink_naming","incongruent",5,7,1,1286
"subj023","ink_naming","incongruent",5,8,1,1036
"subj023","word_reading","congruent",5,9,1,810
"subj023","word_reading","incongruent",5,10,1,834
"subj023","word_reading","incongruent",5,11,1,739
"subj023","word_reading","incongruent",5,12,1,707
"subj023","word_reading","incongruent",5,13,1,826
"subj023","ink_naming","congruent",5,14,1,1242
"subj023","word_reading","congruent",5,15,0,626
"subj023","ink_naming","incongruent",5,16,1,1130
"subj023","ink_naming","incongruent",5,17,1,1218
"subj023","word_reading","congruent",5,18,1,647
"subj023","ink_naming","incongruent",5,19,1,1209
"subj023","ink_naming","incongruent",5,20,1,1032
"subj023","word_reading","congruent",5,23,1,664
"subj023","word_reading","congruent",5,25,1,751
"subj023","ink_naming","congruent",5,26,1,1205
"subj023","ink_naming","incongruent",5,27,1,958
"subj023","word_reading","congruent",5,28,1,597
"subj023","word_reading","congruent",5,29,1,721
"subj023","ink_naming","incongruent",5,30,1,1181
"subj023","word_reading","congruent",5,31,0,616
"subj023","word_reading","congruent",5,32,1,720
"subj023","word_reading","incongruent",5,33,1,620
"subj023","word_reading","incongruent",5,34,1,761
"subj023","ink_naming","incongruent",5,35,1,1136
"subj023","ink_naming","incongruent",5,36,1,1032
"subj023","ink_naming","congruent",5,37,1,1011
"subj023","ink_naming","incongruent",5,38,1,1095
"subj023","ink_naming","congruent",5,40,1,936
"subj023","word_reading","congruent",5,42,1,809
"subj023","ink_naming","congruent",5,43,1,971
"subj023","word_reading","incongruent",5,44,1,683
"subj023","word_reading","congruent",5,45,1,645
"subj023","word_reading","congruent",5,47,1,680
"subj023","word_reading","congruent",5,48,1,667
"subj023","ink_naming","incongruent",5,50,1,1161
"subj023","word_reading","incongruent",6,1,1,785
"subj023","ink_naming","incongruent",6,3,1,1044
"subj023","word_reading","congruent",6,4,1,843
"subj023","word_reading","incongruent",6,5,1,580
"subj023","word_reading","incongruent",6,6,1,620
"subj023","word_reading","congruent",6,7,1,695
"subj023","ink_naming","congruent",6,8,1,926
"subj023","word_reading","congruent",6,9,1,527
"subj023","word_reading","congruent",6,10,1,736
"subj023","word_reading","incongruent",6,11,1,810
"subj023","ink_naming","congruent",6,13,1,1024
"subj023","word_reading","incongruent",6,14,1,509
"subj023","word_reading","congruent",6,15,1,667
"subj023","ink_naming","incongruent",6,16,1,1278
"subj023","word_reading","congruent",6,17,1,652
"subj023","ink_naming","incongruent",6,18,1,1082
"subj023","word_reading","incongruent",6,19,1,841
"subj023","ink_naming","congruent",6,21,1,990
"subj023","ink_naming","incongruent",6,22,1,1136
"subj023","ink_naming","congruent",6,23,1,1132
"subj023","ink_naming","incongruent",6,24,1,1047
